Date,Total
2023-12-17,50042222310.50
2023-12-18,49454607397.36
2023-12-19,50508796165.92
2023-12-20,50064474720.58
2023-12-21,51116119501.06
2023-12-22,51757742624.61
2023-12-23,52772927869.25
2023-12-24,52818597121.43
2023-12-25,52412130457.90
2023-12-26,53917045274.39
2023-12-27,53565730158.62
2023-12-28,55713362855.29
2023-12-29,54899539216.99
2023-12-30,53853446306.06
2023-12-31,53960312584.70
2024-01-01,53735093130.62
2024-01-02,55367569661.31
2024-01-03,55803379279.17
2024-01-04,51650285030.10
2024-01-05,51573075786.29
2024-01-06,53004399417.39
2024-01-07,52550159311.63
2024-01-08,52773021313.04
2024-01-09,55075676386.74
2024-01-10,55796009167.45
2024-01-11,59086060466.84
2024-01-12,59489936764.35
2024-01-13,57294364789.11
2024-01-14,58154419456.94
2024-01-15,57142722227.58
2024-01-16,56027280500.67
2024-01-17,56864074838.77
2024-01-18,56192891157.86
2024-01-19,56226811752.83
2024-01-20,56231409005.45
2024-01-21,56596417744.24
2024-01-22,56426103793.71
2024-01-23,54368463552.55
2024-01-24,53703204096.23
2024-01-25,54118491328.65
2024-01-26,53835416023.58
2024-01-27,55463256949.51
2024-01-28,55762964437.57
2024-01-29,55738028154.76
2024-01-30,56948949552.59
2024-01-31,56423992680.43
2024-02-01,55653905116.95
2024-02-02,56472343865.64
2024-02-03,56794407386.47
2024-02-04,56207933276.71
2024-02-05,56137422175.27
2024-02-06,57829399214.42
2024-02-07,59626071372.58
2024-02-08,60859098743.21
2024-02-09,62106970557.25
2024-02-10,63771840110.77
2024-02-11,63974545549.35
2024-02-12,64411424476.28
2024-02-13,66993926394.26
2024-02-14,66258412515.01
2024-02-15,69299328283.53
2024-02-16,69211637795.64
2024-02-17,68891299599.53
2024-02-18,68885241158.04
2024-02-19,70797581601.50
2024-02-20,72008999078.68
2024-02-21,72368844015.06
2024-02-22,71964374625.20
2024-02-23,72079276711.54
2024-02-24,70830913050.88
2024-02-25,72744869475.96
2024-02-26,74376123748.57
2024-02-27,76577434214.27
2024-02-28,78144879525.78
2024-02-29,81466018888.92
2024-03-01,80681553435.30
2024-03-02,81581644474.41
2024-03-03,81516022909.19
2024-03-04,83414143984.90
2024-03-05,85838984472.39
2024-03-06,83483628009.03
2024-03-07,88574920876.91
2024-03-08,89650273117.41
2024-03-09,90848719183.03
2024-03-10,91671780283.30
2024-03-11,91492786707.87
2024-03-12,95895301300.76
2024-03-13,94394781948.86
2024-03-14,95886046067.99
2024-03-15,93841737085.23
2024-03-16,91154915091.12
2024-03-17,86635856942.72
2024-03-18,89601448857.67
2024-03-19,87383032895.58
2024-03-20,80265621162.72
2024-03-21,88050405529.25
2024-03-22,83824955062.54
2024-03-23,81100701344.60
2024-03-24,82304955971.42
2024-03-25,88387483763.86
2024-03-26,92768887609.40
2024-03-27,92848654543.09
2024-03-28,91470253914.57
2024-03-29,93342162628.03
2024-03-30,92862228017.65
2024-03-31,92942989665.95
2024-04-01,95298977938.90
2024-04-02,92869510629.85
2024-04-03,89148553370.71
2024-04-04,90131874793.83
2024-04-05,90879376719.76
2024-04-06,90546210233.83
2024-04-07,91429866600.34
2024-04-08,93100756315.95
2024-04-09,98301077606.99
2024-04-10,95144983239.36
2024-04-11,96094099268.50
2024-04-12,96898251272.71
2024-04-13,89216021970.71
2024-04-14,81819053966.30
2024-04-15,86730475125.37
2024-04-16,86588651171.79
2024-04-17,85761301439.76
2024-04-18,84119716968.57
2024-04-19,86232182787.85
2024-04-20,87206221332.34
2024-04-21,89380167305.55
2024-04-22,89772000626.95
2024-04-23,91493105984.86
2024-04-24,92013102622.31
2024-04-25,89457573594.95
2024-04-26,90514556766.83
2024-04-27,89684096476.64
2024-04-28,89574922745.05
2024-04-29,91657024626.31
2024-04-30,89197717033.63
2024-05-01,84827562922.93
2024-05-02,84800834707.87
2024-05-03,86377174671.52
2024-05-04,90462582099.02
2024-05-05,91394814711.99
2024-05-06,92286773413.09
2024-05-07,91202077087.42
2024-05-08,90161125069.88
2024-05-09,88309685163.82
2024-05-10,89609398507.87
2024-05-11,88520121042.30
2024-05-12,88655944100.91
2024-05-13,89214329032.29
2024-05-14,89537681343.23
2024-05-15,87933341234.31
2024-05-16,91892816902.90
2024-05-17,90952480362.26
2024-05-18,93948733294.56
2024-05-19,94557728156.94
2024-05-20,93730860884.76
2024-05-21,104291932070.50
2024-05-22,106247233364.89
2024-05-23,106343112654.99
2024-05-24,105394530742.45
2024-05-25,104971574008.92
2024-05-26,105513700484.21
2024-05-27,108028489551.99
2024-05-28,106808430069.26
2024-05-29,105781543950.06
2024-05-30,104939041138.22
2024-05-31,104693453662.85
2024-06-01,102656426847.53
2024-06-02,102880857123.43
2024-06-03,105687983112.90
2024-06-04,105801518161.50
2024-06-05,107404112574.50
2024-06-06,108629913248.36
2024-06-07,107775568073.41
2024-06-08,104836760857.20
2024-06-09,104246038234.91
2024-06-10,104778852338.65
2024-06-11,103472930246.64
2024-06-12,99976800072.20
2024-06-13,102064365077.10
2024-06-14,97263503130.47
2024-06-15,96575218965.03
2024-06-16,101345068369.16
2024-06-17,102244208472.61
2024-06-18,99819026136.60
2024-06-19,98653218383.06
2024-06-20,99610766945.40
2024-06-21,94472292489.77
2024-06-22,98093285668.78
2024-06-23,97967373522.29
2024-06-24,92130051465.82
2024-06-25,93636528714.44
2024-06-26,95458576544.20
2024-06-27,94431280791.41
2024-06-28,96348571163.28
2024-06-29,94463110251.12
2024-06-30,94713624916.79
2024-07-01,96547859091.16
2024-07-02,97229472950.79
2024-07-03,96199558439.77
2024-07-04,93499046285.81
2024-07-05,89299666388.38
2024-07-06,87239554101.28
2024-07-07,88563593073.07
2024-07-08,85865210903.39
2024-07-09,87770633503.32
2024-07-10,88581145029.45
2024-07-11,89214332729.34
2024-07-12,89658341716.58
2024-07-13,90115460733.62
2024-07-14,91460438969.06
2024-07-15,94135925740.26
2024-07-16,97344429141.79
2024-07-17,98102542994.15
2024-07-18,97252537325.29
2024-07-19,97268795609.47
2024-07-20,97111146206.19
2024-07-21,100789511017.50
2024-07-22,101659787897.77
2024-07-23,100859572189.45
2024-07-24,100736723474.08
2024-07-25,97573944562.30
2024-07-26,95807416368.66
2024-07-27,98490446456.13
2024-07-28,98841127351.36
2024-07-29,98946865376.49
2024-07-30,99851728774.40
2024-07-31,98390661502.23
2024-08-01,96643175826.80
2024-08-02,95561152007.27
2024-08-03,91045505692.80
2024-08-04,88598894420.10
2024-08-05,82631900412.75
2024-08-06,77594908694.28
2024-08-07,80346167583.53
2024-08-08,77823728108.38
2024-08-09,83777689446.69
2024-08-10,84170114721.12
2024-08-11,84550521325.77
2024-08-12,82426840080.92
2024-08-13,84275593469.15
2024-08-14,85957498503.14
2024-08-15,84004654615.49
2024-08-16,82736284229.60
2024-08-17,83812657199.88
2024-08-18,84041087465.85
2024-08-19,84857881778.47
2024-08-20,84536199192.81
2024-08-21,84458151766.72
2024-08-22,86070750341.00
2024-08-23,85732189996.56
2024-08-24,90020937937.89
2024-08-25,89586993842.24
2024-08-26,90167862313.99
2024-08-27,87531631816.89
2024-08-28,82353004482.83
2024-08-29,82781847653.17
2024-08-30,82769294197.59
2024-08-31,81683936590.97
2024-09-01,81505945590.97
2024-09-02,79744353956.16
2024-09-03,81846579968.86
2024-09-04,80695804255.94
2024-09-05,81065041026.57
2024-09-06,78892973267.05
2024-09-07,75067674387.83
2024-09-08,76366742030.89
2024-09-09,77327309095.02
2024-09-10,79532474204.15
2024-09-11,79685389672.12
2024-09-12,79383242367.11
2024-09-13,80022557861.59
2024-09-14,82740804834.58
2024-09-15,81956797520.68
2024-09-16,80625525708.39
2024-09-17,78648666588.98
2024-09-18,80436398811.62
2024-09-19,80222598950.61
2024-09-20,83358998593.55
2024-09-21,85367859100.54
2024-09-22,85913793959.22
2024-09-23,85194638441.71
2024-09-24,87319066074.26
2024-09-25,87981350847.29
2024-09-26,86259748631.07
2024-09-27,88387747911.72
2024-09-28,89622461622.54
2024-09-29,89022270756.72
2024-09-30,89122430531.64
2024-10-01,87553778251.18
2024-10-02,83778306196.48
2024-10-03,81432116741.11
2024-10-04,81177680140.39
2024-10-05,83358594038.48
2024-10-06,82944223674.29
2024-10-07,82498712027.76
2024-10-08,83195658792.69
2024-10-09,81860499699.19
2024-10-10,81220588211.05
2024-10-11,81220588407.20
