Date,Total
2021-03-23,53368960315.49
2021-03-24,51599140720.69
2021-03-25,50877244367.57
2021-03-26,49535512611.60
2021-03-27,52218648059.74
2021-03-28,52807886176.82
2021-03-29,53525909153.64
2021-03-30,56504319824.30
2021-03-31,59222348518.28
2021-04-01,59408270829.82
2021-04-02,62146531765.57
2021-04-03,64911877589.95
2021-04-04,69974159614.68
2021-04-05,71740210252.60
2021-04-06,74796948606.85
2021-04-07,75604434867.53
2021-04-08,71022661462.23
2021-04-09,73641957187.20
2021-04-10,76017697212.54
2021-04-11,77730709589.39
2021-04-12,77775485034.21
2021-04-13,78976006533.25
2021-04-14,82536636331.94
2021-04-15,87207147954.14
2021-04-16,89191646652.42
2021-04-17,89127079664.30
2021-04-18,89484300987.11
2021-04-19,81870764220.54
2021-04-20,83348724460.74
2021-04-21,84544699996.72
2021-04-22,85269330804.75
2021-04-23,87500628056.87
2021-04-24,85632535226.18
2021-04-25,84188492752.26
2021-04-26,87662103352.17
2021-04-27,95620278384.42
2021-04-28,99129706234.36
2021-04-29,101291258851.56
2021-04-30,100299353065.87
2021-05-01,102103212793.78
2021-05-02,106349193851.56
2021-05-03,105176310245.38
2021-05-04,112807034794.81
2021-05-05,113720893143.40
2021-05-06,115807113354.49
2021-05-07,118417065104.15
2021-05-08,117479864130.86
2021-05-09,121079730348.49
2021-05-10,122880602971.16
2021-05-11,123056765678.87
2021-05-12,122559317484.86
2021-05-13,121509557418.78
2021-05-14,115778668141.17
2021-05-15,119716430017.84
2021-05-16,116287672979.20
2021-05-17,114157705264.15
2021-05-18,110237920831.38
2021-05-19,101796260316.76
2021-05-20,87403697993.00
2021-05-21,86075662396.57
2021-05-22,82597262812.40
2021-05-23,75050760731.82
2021-05-24,72128612060.27
2021-05-25,79871246513.96
2021-05-26,82339209768.14
2021-05-27,87666120000.03
2021-05-28,85237279717.88
2021-05-29,79670525967.76
2021-05-30,78444199151.59
2021-05-31,81874701348.44
2021-06-01,86205466975.03
2021-06-02,88194227150.45
2021-06-03,92569235437.11
2021-06-04,93649918376.46
2021-06-05,88913820251.98
2021-06-06,91469840898.36
2021-06-07,92020331005.89
2021-06-08,90912282846.52
2021-06-09,89666291448.63
2021-06-10,91218940788.37
2021-06-11,89357974399.01
2021-06-12,87262882685.39
2021-06-13,86516797076.15
2021-06-14,92250566086.21
2021-06-15,94929261650.14
2021-06-16,92789127557.66
2021-06-17,89964624183.39
2021-06-18,87253495767.81
2021-06-19,84338446155.11
2021-06-20,83631735358.57
2021-06-21,78572247030.45
2021-06-22,72346557865.50
2021-06-23,72199372756.32
2021-06-24,74871111789.69
2021-06-25,76029032323.24
2021-06-26,73814230162.82
2021-06-27,74611459495.97
2021-06-28,76728889911.45
2021-06-29,79046114706.39
2021-06-30,81383712109.12
2021-07-01,81102757505.54
2021-07-02,80972152199.68
2021-07-03,81068669233.92
2021-07-04,83905290566.10
2021-07-05,85045168558.50
2021-07-06,84892495238.61
2021-07-07,88124783462.29
2021-07-08,88243023217.96
2021-07-09,86151639122.77
2021-07-10,85789124403.25
2021-07-11,85100124587.70
2021-07-12,86439424995.78
2021-07-13,82827073002.66
2021-07-14,83181211733.21
2021-07-15,81914964861.45
2021-07-16,81264547657.45
2021-07-17,80676539245.51
2021-07-18,81797068768.13
2021-07-19,80566057875.94
2021-07-20,78266573447.97
2021-07-21,78508973039.29
2021-07-22,82580007109.78
2021-07-23,83354496501.45
2021-07-24,85421837042.74
2021-07-25,86914741369.29
2021-07-26,88449835211.82
2021-07-27,90207117368.97
2021-07-28,91646919821.22
2021-07-29,92012669446.28
2021-07-30,93316997174.53
2021-07-31,95010181970.87
2021-08-01,95631285820.54
2021-08-02,95602298591.35
2021-08-03,95152534277.73
2021-08-04,95562797975.83
2021-08-05,99072556317.69
2021-08-06,99130484011.64
2021-08-07,101921751474.08
2021-08-08,106507014653.78
2021-08-09,105655649150.14
2021-08-10,108187516202.80
2021-08-11,106419728078.73
2021-08-12,108277016109.44
2021-08-13,109378998660.57
2021-08-14,113258546736.01
2021-08-15,113883950362.01
2021-08-16,114210760927.81
2021-08-17,111678100905.71
2021-08-18,110245903408.36
2021-08-19,111928886479.69
2021-08-20,115509848691.18
2021-08-21,118309289882.97
2021-08-22,117205112526.39
2021-08-23,119008006801.68
2021-08-24,118753955440.92
2021-08-25,117184081037.22
2021-08-26,116487044426.60
2021-08-27,115775527525.93
2021-08-28,120080826955.85
2021-08-29,119642287983.32
2021-08-30,118343087528.19
2021-08-31,119135567841.21
2021-09-01,123992658351.24
2021-09-02,130599239051.84
2021-09-03,131058415869.70
2021-09-04,133410073967.59
2021-09-05,134197385848.71
2021-09-06,136000524783.27
2021-09-07,130490848904.45
2021-09-08,123688127180.74
2021-09-09,124594689638.79
2021-09-10,124646902045.24
2021-09-11,122060596400.95
2021-09-12,126843272450.70
2021-09-13,127992761610.26
2021-09-14,126959362896.68
2021-09-15,131026710726.57
2021-09-16,132863637787.91
2021-09-17,131053529349.66
2021-09-18,130205062573.00
2021-09-19,130144312129.49
2021-09-20,122909496913.22
2021-09-21,113426267915.29
2021-09-22,116102130040.26
2021-09-23,122176264045.41
2021-09-24,121968168161.21
2021-09-25,119392272715.88
2021-09-26,119767240931.04
2021-09-27,120783541577.49
2021-09-28,117528083499.97
2021-09-29,115895943303.02
2021-09-30,117942423029.37
2021-10-01,122819641072.42
2021-10-02,127933451368.71
2021-10-03,130624737590.32
2021-10-04,131119703582.99
2021-10-05,132087267000.02
2021-10-06,133733853088.97
2021-10-07,135048641667.06
2021-10-08,137488188817.09
2021-10-09,137932526477.78
2021-10-10,138960801869.94
2021-10-11,135967691789.13
2021-10-12,137647598190.02
2021-10-13,139163668493.71
2021-10-14,142838095723.35
2021-10-15,145589775619.92
2021-10-16,148343683876.01
2021-10-17,148617657374.67
2021-10-18,149190704594.23
2021-10-19,146940018414.19
2021-10-20,150306750987.16
2021-10-21,157739904281.64
2021-10-22,155402363708.26
2021-10-23,153017051289.38
2021-10-24,157960940742.71
2021-10-25,156832771031.35
2021-10-26,160860050082.79
2021-10-27,159260516831.54
2021-10-28,153451694775.94
2021-10-29,160336737444.96
2021-10-30,153968154578.33
2021-10-31,155120604206.23
2021-11-01,157851673435.35
2021-11-02,159754441443.49
2021-11-03,165903803589.21
2021-11-04,168069246710.75
2021-11-05,168500054641.90
2021-11-06,167689177459.20
2021-11-07,170205952289.10
2021-11-08,174768806874.31
2021-11-09,178906157278.80
2021-11-10,177134149388.12
2021-11-11,172709118169.07
2021-11-12,174939221734.95
2021-11-13,174864625171.27
2021-11-14,175114531025.48
2021-11-15,176396910006.13
2021-11-16,172651190790.11
2021-11-17,165348421621.26
2021-11-18,167703928664.23
2021-11-19,159973602778.61
2021-11-20,169123322756.00
2021-11-21,173362581728.55
2021-11-22,171197736703.16
2021-11-23,166742590170.86
2021-11-24,172275823136.28
2021-11-25,171437879372.08
2021-11-26,175139453489.06
2021-11-27,162611438423.13
2021-11-28,164102600172.65
2021-11-29,170272849672.74
2021-11-30,174575979475.87
2021-12-01,177848468202.52
2021-12-02,178254316082.68
2021-12-03,176137801047.77
2021-12-04,166459425528.54
2021-12-05,158565804794.52
2021-12-06,159095571916.84
2021-12-07,163677634514.01
2021-12-08,165910200222.27
2021-12-09,168204365526.50
2021-12-10,159994267964.97
2021-12-11,155061253127.63
2021-12-12,158487687231.02
2021-12-13,160051523917.13
2021-12-14,151002538323.69
2021-12-15,153789108242.30
2021-12-16,158686565320.81
2021-12-17,157500595666.08
2021-12-18,156190875905.69
2021-12-19,159952856833.47
2021-12-20,160482577191.80
2021-12-21,160477484797.09
2021-12-22,165908552741.79
2021-12-23,165759160973.19
2021-12-24,170960422975.36
2021-12-25,170184897429.77
2021-12-26,171682565627.93
2021-12-27,173172570515.90
2021-12-28,170242857945.17
2021-12-29,164528923870.49
2021-12-30,161524278503.80
2021-12-31,163272096907.85
2022-01-01,163298806756.62
2022-01-02,166613457399.92
2022-01-03,167759670637.87
2022-01-04,167875549686.89
2022-01-05,167888407513.29
2022-01-06,161392582400.78
2022-01-07,158498781154.56
2022-01-08,153695128370.87
2022-01-09,150765438154.57
2022-01-10,152748456170.35
2022-01-11,150338791230.91
2022-01-12,155147412193.49
2022-01-13,158960766041.01
2022-01-14,156564825332.95
2022-01-15,158070774449.44
2022-01-16,158604835564.65
2022-01-17,160049881328.30
2022-01-18,156067849255.08
2022-01-19,156062752794.80
2022-01-20,155252902999.69
2022-01-21,153369510397.98
2022-01-22,136054049636.46
2022-01-23,129102809185.12
2022-01-24,132582542439.76
2022-01-25,128614766245.10
2022-01-26,132214680038.96
2022-01-27,133344563149.98
2022-01-28,125678004692.25
2022-01-29,126643527068.95
2022-01-30,128197227665.40
2022-01-31,126481784776.36
2022-02-01,129171982244.24
2022-02-02,132023856447.02
2022-02-03,128339898783.82
2022-02-04,130007428140.94
2022-02-05,137758186015.63
2022-02-06,139971270039.76
2022-02-07,141727817639.53
2022-02-08,144077893073.02
2022-02-09,144190353348.73
2022-02-10,146604677532.20
2022-02-11,142509796698.69
2022-02-12,138860005262.15
2022-02-13,138814178163.75
2022-02-14,138175676327.09
2022-02-15,139145911063.70
2022-02-16,144710483100.81
2022-02-17,143848476541.59
2022-02-18,137355789994.51
2022-02-19,135458116432.63
2022-02-20,134741292303.78
2022-02-21,131796740935.34
2022-02-22,128528191695.52
2022-02-23,130708101761.56
2022-02-24,129600042237.62
2022-02-25,129654082759.23
2022-02-26,133703287793.38
2022-02-27,134644188636.01
2022-02-28,130995959877.36
2022-03-01,140610894722.94
2022-03-02,141719100249.83
2022-03-03,142570523240.83
2022-03-04,136429952710.35
2022-03-05,132609208603.84
2022-03-06,134691539268.75
2022-03-07,130589574755.15
2022-03-08,130660497193.68
2022-03-09,133183056744.64
2022-03-10,136873750605.10
2022-03-11,134810259225.18
2022-03-12,133842490539.91
2022-03-13,133924707107.96
2022-03-14,132235926287.68
2022-03-15,133645733172.52
2022-03-16,135564150118.73
2022-03-17,139961279373.38
2022-03-18,140179839523.70
2022-03-19,144497707218.09
2022-03-20,144618215109.77
2022-03-21,142677505017.60
2022-03-22,146808931410.35
2022-03-23,148583526728.36
2022-03-24,150297323838.29
2022-03-25,151551907153.03
2022-03-26,150521460332.71
2022-03-27,152445063124.28
2022-03-28,156067303829.95
2022-03-29,157581179877.74
2022-03-30,160006250504.53
2022-03-31,161095799802.20
2022-04-01,157763685230.24
2022-04-02,161976164092.22
2022-04-03,162038355335.70
2022-04-04,163214145907.28
2022-04-05,162683394164.48
2022-04-06,158876841363.14
2022-04-07,152575533131.72
2022-04-08,154948017516.51
2022-04-09,151582374927.17
2022-04-10,153690202960.52
2022-04-11,150473515924.07
2022-04-12,143185109654.43
2022-04-13,146272101375.40
2022-04-14,148539973474.83
2022-04-15,145956542143.48
2022-04-16,147355105857.60
2022-04-17,147966607886.02
2022-04-18,145544120432.45
2022-04-19,149080194902.48
2022-04-20,150018740146.53
2022-04-21,148246217993.68
2022-04-22,145243000141.01
2022-04-23,144483555704.37
2022-04-24,145128724278.52
2022-04-25,144149100774.56
2022-04-26,147469462638.81
2022-04-27,141670252046.63
2022-04-28,144535717095.11
2022-04-29,144123406317.77
2022-04-30,140353438254.75
2022-05-01,135741166978.53
2022-05-02,138148890816.33
2022-05-03,138172727008.06
2022-05-04,138173836097.26
2022-05-05,142865895655.87
2022-05-06,137052112770.00
2022-05-07,135860826291.24
2022-05-08,130737398138.88
2022-05-09,126027558106.31
2022-05-10,109342830079.67
2022-05-11,107052702646.59
2022-05-12,89983088470.42
2022-05-13,78521330932.60
2022-05-14,79051949865.50
2022-05-15,79355099121.07
2022-05-16,81287460989.55
2022-05-17,78423267492.51
2022-05-18,80017651736.44
2022-05-19,75797294002.79
2022-05-20,78462978620.25
2022-05-21,76283910520.47
2022-05-22,77066059308.19
2022-05-23,79715710656.05
2022-05-24,78332147623.31
2022-05-25,79393658293.10
2022-05-26,79543162424.92
2022-05-27,75789515852.91
2022-05-28,74874002314.81
2022-05-29,75988204973.12
2022-05-30,75736795567.29
2022-05-31,79710193809.77
2022-06-01,80072337585.38
2022-06-02,77175001155.13
2022-06-03,77666132127.49
2022-06-04,75966710176.76
2022-06-05,75573780710.17
2022-06-06,75851965859.86
2022-06-07,76213739264.64
2022-06-08,76270042440.53
2022-06-09,75640048512.62
2022-06-10,74454970394.43
2022-06-11,72135316827.90
2022-06-12,69375736543.90
2022-06-13,66462150156.79
2022-06-14,57696474361.22
2022-06-15,55836777036.77
2022-06-16,55539147186.83
2022-06-17,51789780454.31
2022-06-18,52519667768.83
2022-06-19,49749290859.64
2022-06-20,51637214102.36
2022-06-21,52327830390.99
2022-06-22,52423685040.86
2022-06-23,52097198786.64
2022-06-24,53715056091.27
2022-06-25,54924833734.35
2022-06-26,55104943392.16
2022-06-27,54255971392.94
2022-06-28,53786629243.61
2022-06-29,52679004944.67
2022-06-30,51961898869.96
2022-07-01,51493737358.57
2022-07-02,51431651084.75
2022-07-03,52509067950.36
2022-07-04,52788904529.99
2022-07-05,54243946253.22
2022-07-06,54452421900.83
2022-07-07,55289768505.89
2022-07-08,55876957280.82
2022-07-09,55709113893.23
2022-07-10,55834069598.14
2022-07-11,54649755460.15
2022-07-12,53014900623.12
2022-07-13,51842283347.96
2022-07-14,52994110492.42
2022-07-15,54180011981.95
2022-07-16,54698993058.74
2022-07-17,56029094092.12
2022-07-18,55860581562.62
2022-07-19,59236718572.44
2022-07-20,59426486761.66
2022-07-21,58727314121.70
2022-07-22,59527362471.18
2022-07-23,59442045241.25
2022-07-24,59492149812.69
2022-07-25,60092776317.74
2022-07-26,57394822979.21
2022-07-27,57396407513.41
2022-07-28,60286191124.79
2022-07-29,62008125102.43
2022-07-30,61544846045.53
2022-07-31,61543215617.93
2022-08-01,61229910563.72
2022-08-02,60612992865.30
2022-08-03,59680786797.45
2022-08-04,60384206416.87
2022-08-05,61166461618.50
2022-08-06,62256352020.00
2022-08-07,61692216823.05
2022-08-08,62812908892.09
2022-08-09,63079505820.01
2022-08-10,61327355881.32
2022-08-11,64120673552.77
2022-08-12,63926533127.01
2022-08-13,63989705832.74
2022-08-14,64139993220.70
2022-08-15,63455656023.86
2022-08-16,62554414759.58
2022-08-17,63124298124.52
2022-08-18,61976302967.43
2022-08-19,61176829615.54
2022-08-20,58090195308.79
2022-08-21,57733766841.36
2022-08-22,58602019380.16
2022-08-23,58611839970.72
2022-08-24,58787543482.57
2022-08-25,58962487457.64
2022-08-26,59054101443.44
2022-08-27,56543733334.29
2022-08-28,56205477832.13
2022-08-29,55167496792.23
2022-08-30,56811183448.83
2022-08-31,56625999328.76
2022-09-01,56286998921.02
2022-09-02,56858145569.23
2022-09-03,56613566983.94
2022-09-04,56492929298.57
2022-09-05,56459523064.18
2022-09-06,57153698050.30
2022-09-07,54667558377.72
2022-09-08,55675443609.02
2022-09-09,55716994980.56
2022-09-10,57138156155.75
2022-09-11,57856684119.17
2022-09-12,57224513375.86
2022-09-13,56540417144.51
2022-09-14,53684189956.31
2022-09-15,52680180639.30
2022-09-16,51623357568.61
2022-09-17,51895366421.32
2022-09-18,52519506572.92
2022-09-19,51002239235.62
2022-09-20,51379992663.20
2022-09-21,51248979994.93
2022-09-22,50177681026.36
2022-09-23,52589766879.84
2022-09-24,52594732750.22
2022-09-25,52120156926.66
2022-09-26,51948800698.22
2022-09-27,52609404889.27
2022-09-28,52516711556.76
2022-09-29,52769438188.28
2022-09-30,52810429155.18
2022-10-01,52663735958.12
2022-10-02,53008684870.66
2022-10-03,52479333535.12
2022-10-04,53050804856.84
2022-10-05,53554795265.98
2022-10-06,53621992977.22
2022-10-07,53501048590.98
2022-10-08,52906150417.41
2022-10-09,52663840146.08
2022-10-10,52185704479.08
2022-10-11,52053345542.40
2022-10-12,52054227086.13
2022-10-13,51736606098.65
2022-10-14,51251206103.55
2022-10-15,51230133622.77
2022-10-16,51083714320.42
2022-10-17,51501825679.93
2022-10-18,51513641688.89
2022-10-19,51315018009.14
2022-10-20,50885333760.93
2022-10-21,50332361173.59
2022-10-22,50364440213.30
2022-10-23,50451908345.79
2022-10-24,51319790822.80
2022-10-25,50752397836.55
2022-10-26,52426426694.89
2022-10-27,53682514406.33
2022-10-28,53019973087.74
2022-10-29,53572953548.45
2022-10-30,54452066385.96
2022-10-31,54129223770.55
2022-11-01,53584998509.91
2022-11-02,52996859801.10
2022-11-03,52633978686.44
2022-11-04,52900169819.02
2022-11-05,54764829558.08
2022-11-06,54442455765.92
2022-11-07,53510234592.88
2022-11-08,53318464022.82
2022-11-09,48195628604.98
2022-11-10,42810730343.82
2022-11-11,44580773283.81
2022-11-12,43596770083.51
2022-11-13,42890531877.05
2022-11-14,42010377719.05
2022-11-15,42111924603.52
2022-11-16,42516122044.69
2022-11-17,41852851750.76
2022-11-18,41972902866.75
2022-11-19,41866738804.97
2022-11-20,41612564441.01
2022-11-21,40385461400.35
2022-11-22,40132931693.34
2022-11-23,40130210610.44
2022-11-24,40657200649.00
2022-11-25,40405405377.52
2022-11-26,40356379711.49
2022-11-27,40860407178.69
2022-11-28,40664141525.31
2022-11-29,40001626739.47
2022-11-30,40996650335.56
2022-12-01,41546275115.80
2022-12-02,41588821706.07
2022-12-03,41043199720.84
2022-12-04,41023280010.12
2022-12-05,41656986222.43
2022-12-06,41128112646.42
2022-12-07,41504619365.88
2022-12-08,41495835637.30
2022-12-09,41645332673.40
2022-12-10,41608643821.54
2022-12-11,41851326385.61
2022-12-12,41420948836.89
2022-12-13,41385450674.85
2022-12-14,41541092431.97
2022-12-15,41449909285.52
2022-12-16,40664049913.98
2022-12-17,38834411173.45
2022-12-18,39053553150.62
2022-12-19,39167529529.12
2022-12-20,35002580567.38
2022-12-21,35552568695.56
2022-12-22,39165541871.56
2022-12-23,39159672978.05
2022-12-24,39131393176.01
2022-12-25,39177682027.30
2022-12-26,38801834195.28
2022-12-27,38995107127.17
2022-12-28,38790112850.73
2022-12-29,38531802250.54
2022-12-30,38530908684.55
2022-12-31,38418361808.75
2023-01-01,37961627739.73
2023-01-02,38241492523.06
2023-01-03,38446050894.20
2023-01-04,38486170902.42
2023-01-05,39130359760.80
2023-01-06,39008991755.81
2023-01-07,39087384442.10
2023-01-08,39187250378.22
2023-01-09,39920691080.46
2023-01-10,40277312649.69
2023-01-11,40474524409.16
2023-01-12,41560693425.39
2023-01-13,41837229262.12
2023-01-14,43810310937.91
2023-01-15,43791739282.92
2023-01-16,44393396086.17
2023-01-17,44431613630.11
2023-01-18,44582749972.43
2023-01-19,43602972332.38
2023-01-20,44288470630.91
2023-01-21,46222887410.02
2023-01-22,46095653659.11
2023-01-23,46279445557.18
2023-01-24,46540337188.60
2023-01-25,45807374133.49
2023-01-26,46998235430.74
2023-01-27,46703870302.96
2023-01-28,47194190660.54
2023-01-29,47038655247.62
2023-01-30,48002802599.29
2023-01-31,46494849699.22
2023-02-01,46964514193.38
2023-02-02,48681860257.92
2023-02-03,48238254414.17
2023-02-04,48422370055.76
2023-02-05,48351884084.84
2023-02-06,47938146709.31
2023-02-07,47733381820.02
2023-02-08,48918074131.02
2023-02-09,48447209429.58
2023-02-10,46331512689.19
2023-02-11,46126938364.45
2023-02-12,46633185744.30
2023-02-13,46395492643.41
2023-02-14,46044149761.86
2023-02-15,46811884987.02
2023-02-16,49558780392.97
2023-02-17,48658123913.03
2023-02-18,49915983559.43
2023-02-19,50296627580.46
2023-02-20,50001930071.03
2023-02-21,50666060422.29
2023-02-22,49628712146.07
2023-02-23,49383097636.34
2023-02-24,49340469199.33
2023-02-25,48424449576.52
2023-02-26,48159703658.93
2023-02-27,49178968500.20
2023-02-28,49186163793.70
2023-03-01,48821126847.50
2023-03-02,49758647085.10
2023-03-03,49303091566.75
2023-03-04,47720242084.91
2023-03-05,47632161968.75
2023-03-06,47773958388.99
2023-03-07,47723155956.86
2023-03-08,47519263961.49
2023-03-09,46568085099.81
2023-03-10,44308741803.90
2023-03-11,43872424957.93
2023-03-12,41778727075.29
2023-03-13,45634628077.88
2023-03-14,46582144493.42
2023-03-15,46919004444.62
2023-03-16,45749856497.65
2023-03-17,45781242469.74
2023-03-18,48175324009.15
2023-03-19,47987097448.91
2023-03-20,48291983439.90
2023-03-21,48364463352.31
2023-03-22,49177654940.71
2023-03-23,48212735011.06
2023-03-24,49279375760.74
2023-03-25,48199429925.75
2023-03-26,48085518382.05
2023-03-27,48453832457.20
2023-03-28,47577231532.77
2023-03-29,48102134688.40
2023-03-30,48754173219.53
2023-03-31,48900900783.24
2023-04-01,48797364296.81
2023-04-02,49202123580.72
2023-04-03,48815792738.94
2023-04-04,48371546293.61
2023-04-05,49612832271.40
2023-04-06,49908914104.39
2023-04-07,49535610980.41
2023-04-08,49292921747.36
2023-04-09,49394348983.45
2023-04-10,49529057387.66
2023-04-11,50314143352.11
2023-04-12,50130867622.86
2023-04-13,50190435939.66
2023-04-14,52441969175.62
2023-04-15,52478216189.69
2023-04-16,52519866787.18
2023-04-17,52158119707.66
2023-04-18,51681049797.48
2023-04-19,52393558438.32
2023-04-20,50040094992.60
2023-04-21,49499592974.62
2023-04-22,47677200951.69
2023-04-23,48003082843.07
2023-04-24,47919980011.59
2023-04-25,47477271692.70
2023-04-26,48062355325.61
2023-04-27,48747446184.54
2023-04-28,48743353720.68
2023-04-29,48315863777.58
2023-04-30,48706175702.74
2023-05-01,48234063658.49
2023-05-02,47045737115.84
2023-05-03,47534172868.70
2023-05-04,48280304937.55
2023-05-05,48324993617.64
2023-05-06,49898791407.67
2023-05-07,48598690240.16
2023-05-08,48119306844.85
2023-05-09,46881907093.86
2023-05-10,47077613484.71
2023-05-11,46695262932.35
2023-05-12,44820819339.25
2023-05-13,45921531215.58
2023-05-14,45892033839.81
2023-05-15,45842103452.12
2023-05-16,46416622326.71
2023-05-17,46466928821.12
2023-05-18,46395484618.39
2023-05-19,46108283117.41
2023-05-20,46197395543.15
2023-05-21,46731292228.01
2023-05-22,46152442659.44
2023-05-23,46473860420.58
2023-05-24,47022118468.95
2023-05-25,44524317216.93
2023-05-26,45258304187.41
2023-05-27,45302608834.28
2023-05-28,45633396357.65
2023-05-29,47435611033.43
2023-05-30,47017794832.73
2023-05-31,47260362117.08
2023-06-01,45951546073.19
2023-06-02,46089663743.73
2023-06-03,46579222853.93
2023-06-04,46247279735.04
2023-06-05,46164245474.49
2023-06-06,44432360089.59
2023-06-07,45561691541.52
2023-06-08,44715629879.87
2023-06-09,44777281278.17
2023-06-10,44189917573.87
2023-06-11,38436421616.87
2023-06-12,42567755524.57
2023-06-13,42283613783.33
2023-06-14,42493367953.37
2023-06-15,41058135540.28
2023-06-16,40879096982.64
2023-06-17,41789012988.47
2023-06-18,41998583994.04
2023-06-19,42010114935.90
2023-06-20,42278076943.71
2023-06-21,43528074102.93
2023-06-22,45081647841.57
2023-06-23,44586262466.55
2023-06-24,44840419940.65
2023-06-25,44631379019.15
2023-06-26,44967366636.71
2023-06-27,44291262347.76
2023-06-28,44709952979.55
2023-06-29,43864941062.60
2023-06-30,44334036131.18
2023-07-01,45490769835.75
2023-07-02,45413245622.70
2023-07-03,45531891122.51
2023-07-04,45779469081.51
2023-07-05,45455724199.37
2023-07-06,44929904789.88
2023-07-07,43968240453.30
2023-07-08,44400352245.72
2023-07-09,44454978339.66
2023-07-10,44364866255.03
2023-07-11,44482150990.86
2023-07-12,44604044414.01
2023-07-13,44407503821.20
2023-07-14,46161860920.07
2023-07-15,45070697688.85
2023-07-16,45226548483.65
2023-07-17,44973037102.01
2023-07-18,44730291623.74
2023-07-19,44377699016.38
2023-07-20,44104062102.45
2023-07-21,44262195200.12
2023-07-22,44183144320.23
2023-07-23,43654304484.49
2023-07-24,43989444516.39
2023-07-25,43220188300.93
2023-07-26,43057745039.72
2023-07-27,43278413814.59
2023-07-28,43243795500.88
2023-07-29,43545950827.28
2023-07-30,43931537373.15
2023-07-31,41728871505.88
2023-08-01,41041999468.31
2023-08-02,40538272084.30
2023-08-03,39752935370.11
2023-08-04,40181080168.96
2023-08-05,40122278832.35
2023-08-06,40243225430.99
2023-08-07,40488025804.31
2023-08-08,41154938144.83
2023-08-09,41672881900.07
2023-08-10,41628529179.17
2023-08-11,41953976703.02
2023-08-12,42107951374.86
2023-08-13,42121919556.14
2023-08-14,41989082906.33
2023-08-15,42005783323.36
2023-08-16,41429753058.43
2023-08-17,40498877256.14
2023-08-18,38794326656.76
2023-08-19,38465880774.85
2023-08-20,36411922698.20
2023-08-21,36237847542.55
2023-08-22,36050566148.16
2023-08-23,37783511888.62
2023-08-24,38511005558.74
2023-08-25,38248153670.82
2023-08-26,38026793442.70
2023-08-27,38003377711.83
2023-08-28,38226737788.50
2023-08-29,38209849534.78
2023-08-30,39382820697.18
2023-08-31,38895951345.98
2023-09-01,38029049937.62
2023-09-02,37872723707.44
2023-09-03,37967618263.39
2023-09-04,38061073296.40
2023-09-05,37904073506.81
2023-09-06,37859816371.37
2023-09-07,37997232151.52
2023-09-08,38375956004.69
2023-09-09,38085442992.32
2023-09-10,38021250806.51
2023-09-11,37764357431.59
2023-09-12,36329039114.13
2023-09-13,37311199374.51
2023-09-14,37665223543.50
2023-09-15,37967464313.46
2023-09-16,39127828603.90
2023-09-17,38626786109.97
2023-09-18,38711472849.84
2023-09-19,38679284690.32
2023-09-20,39170100308.53
2023-09-21,38845288915.48
2023-09-22,38133270373.18
2023-09-23,38320388390.11
2023-09-24,38261442866.76
2023-09-25,37881220786.48
2023-09-26,38074753768.50
2023-09-27,37631875123.17
2023-09-28,37794436665.27
2023-09-29,38463956536.81
2023-09-30,38572147926.97
2023-10-01,38552452374.80
2023-10-02,39519217776.78
2023-10-03,38637042449.58
2023-10-04,38334973858.35
2023-10-05,38533114179.35
2023-10-06,38143742090.66
2023-10-07,38416403208.40
2023-10-08,38354620005.13
2023-10-09,38218188335.83
2023-10-10,37459539579.91
2023-10-11,36704656658.32
2023-10-12,36666072947.31
2023-10-13,34921977169.80
2023-10-14,36690185053.47
2023-10-15,36319483551.14
2023-10-16,36793882362.75
2023-10-17,37074492499.95
2023-10-18,36643785364.99
2023-10-19,36493993449.22
2023-10-20,36375066052.59
2023-10-21,36937126509.70
2023-10-22,37599050445.51
2023-10-23,38899703428.91
2023-10-24,40657714624.81
2023-10-25,40523044590.83
2023-10-26,41342035712.75
2023-10-27,41025602729.02
2023-10-28,40304763182.70
2023-10-29,41428940033.15
2023-10-30,41477519554.65
2023-10-31,42511381203.76
2023-11-01,41745682420.00
2023-11-02,43091293983.87
2023-11-03,42140225530.64
2023-11-04,43151201113.78
2023-11-05,43555523201.69
2023-11-06,43534290643.06
2023-11-07,43025397060.31
2023-11-08,44100262899.90
2023-11-09,43482038661.63
2023-11-10,46922048934.58
2023-11-11,45552279334.82
2023-11-12,45449151341.71
2023-11-13,46414094503.63
2023-11-14,45609549719.54
2023-11-15,45770362652.87
2023-11-16,47080729863.77
2023-11-17,45312984637.59
2023-11-18,45405184754.06
2023-11-19,45668609181.09
2023-11-20,46737765907.61
2023-11-21,47157164737.60
2023-11-22,44917706898.68
2023-11-23,47345512814.10
2023-11-24,43934417809.54
2023-11-25,47428907665.42
2023-11-26,47345567495.03
2023-11-27,47013285317.58
2023-11-28,46533151478.85
2023-11-29,47048758083.13
2023-11-30,46907967315.50
2023-12-01,47239740002.74
2023-12-02,47445602989.19
2023-12-03,48757684835.83
2023-12-04,49683669838.59
2023-12-05,50332330926.45
2023-12-06,51499911920.49
2023-12-07,50690423655.06
2023-12-08,52231410258.66
2023-12-09,53071180342.61
2023-12-10,51077960072.79
2023-12-11,50677204726.47
2023-12-12,49290030155.34
2023-12-13,48982797587.55
2023-12-14,50224586159.67
2023-12-15,51427490388.87
2023-12-16,49721390377.19
